,Ano_de_Trabalho,Nivel_de_Experiencia,Tipo_de_Emprego,Cargo,Salario,Moeda_do_Salario,Salario_em_USD,Residencia_do_Funcionario,Tipo_de_Contrato,Localizacao_da_Empresa,Tamanho_da_Empresa,Area_de_Atuacao,Salario_mensal_em_USD
22,2020,Senior,Tempo integral,Data Engineer,"42000,0",EUR,"47899,0",GR,Híbrido,GR,Grande,Engenheiro de Dados,"3991,58"
23,2020,Pleno,Tempo integral,BI Data Analyst,"98000,0",USD,"98000,0",US,Presencial,US,Média,Analista de Dados,"8166,67"
24,2020,Pleno,Tempo integral,Lead Data Scientist,"115000,0",USD,"115000,0",AE,Presencial,AE,Grande,Cientista de Dados,"9583,33"
25,2020,Executive,Tempo integral,Director of Data Science,"325000,0",USD,"325000,0",US,Remoto,US,Grande,Cientista de Dados,"27083,33"
26,2020,Junior,Tempo integral,Research Scientist,"42000,0",USD,"42000,0",NL,Híbrido,NL,Grande,Cientista de Dados,"3500,0"
27,2020,Senior,Tempo integral,Data Engineer,"720000,0",MXN,"33511,0",MX,Presencial,MX,Pequena,Engenheiro de Dados,"2792,58"
28,2020,Junior,Contrato,Business Data Analyst,"100000,0",USD,"100000,0",US,Remoto,US,Grande,Analista de Dados,"8333,33"
29,2020,Senior,Tempo integral,Machine Learning Manager,"157000,0",CAD,"117104,0",CA,Híbrido,CA,Grande,Cientista de Dados,"9758,67"
30,2020,Pleno,Tempo integral,Data Engineering Manager,"51999,0",EUR,"59303,0",DE,Remoto,DE,Pequena,Engenheiro de Dados,"4941,92"
31,2020,Junior,Tempo integral,Big Data Engineer,"70000,0",USD,"70000,0",US,Remoto,US,Grande,Engenheiro de Dados,"5833,33"
32,2020,Senior,Tempo integral,Data Scientist,"60000,0",EUR,"68428,0",GR,Remoto,US,Grande,Cientista de Dados,"5702,33"
33,2020,Pleno,Tempo integral,Research Scientist,"450000,0",USD,"450000,0",US,Presencial,US,Média,Cientista de Dados,"37500,0"
34,2020,Pleno,Tempo integral,Data Analyst,"41000,0",EUR,"46759,0",FR,Híbrido,FR,Grande,Analista de Dados,"3896,58"
35,2020,Pleno,Tempo integral,Data Engineer,"65000,0",EUR,"74130,0",AT,Híbrido,AT,Grande,Engenheiro de Dados,"6177,5"
36,2020,Pleno,Tempo integral,Data Science Consultant,"103000,0",USD,"103000,0",US,Remoto,US,Grande,Cientista de Dados,"8583,33"
37,2020,Junior,Tempo integral,Machine Learning Engineer,"250000,0",USD,"250000,0",US,Híbrido,US,Grande,Cientista de Dados,"20833,33"
38,2020,Junior,Tempo integral,Data Analyst,"10000,0",USD,"10000,0",NG,Remoto,NG,Pequena,Analista de Dados,"833,33"
39,2020,Junior,Tempo integral,Machine Learning Engineer,"138000,0",USD,"138000,0",US,Remoto,US,Pequena,Cientista de Dados,"11500,0"
40,2020,Pleno,Tempo integral,Data Scientist,"45760,0",USD,"45760,0",PH,Remoto,US,Pequena,Cientista de Dados,"3813,33"
41,2020,Executive,Tempo integral,Data Engineering Manager,"70000,0",EUR,"79833,0",ES,Híbrido,ES,Grande,Engenheiro de Dados,"6652,75"
42,2020,Pleno,Tempo integral,Machine Learning Infrastructure Engineer,"44000,0",EUR,"50180,0",PT,Presencial,PT,Média,Cientista de Dados,"4181,67"
43,2020,Pleno,Tempo integral,Data Engineer,"106000,0",USD,"106000,0",US,Remoto,US,Grande,Engenheiro de Dados,"8833,33"
44,2020,Pleno,Tempo integral,Data Engineer,"88000,0",GBP,"112872,0",GB,Híbrido,GB,Grande,Engenheiro de Dados,"9406,0"
45,2020,Junior,Meio período,ML Engineer,"14000,0",EUR,"15966,0",DE,Remoto,DE,Pequena,Engenheiro de Dados,"1330,5"
46,2020,Pleno,Tempo integral,Data Scientist,"60000,0",GBP,"76958,0",GB,Remoto,GB,Pequena,Cientista de Dados,"6413,17"
47,2020,Senior,Tempo integral,Data Engineer,"188000,0",USD,"188000,0",US,Remoto,US,Grande,Engenheiro de Dados,"15666,67"
48,2020,Pleno,Tempo integral,Data Scientist,"105000,0",USD,"105000,0",US,Remoto,US,Grande,Cientista de Dados,"8750,0"
49,2020,Pleno,Tempo integral,Data Engineer,"61500,0",EUR,"70139,0",FR,Híbrido,FR,Grande,Engenheiro de Dados,"5844,92"
50,2020,Junior,Tempo integral,Data Analyst,"450000,0",INR,"6072,0",IN,Presencial,IN,Pequena,Analista de Dados,"506,0"
51,2020,Junior,Tempo integral,Data Analyst,"91000,0",USD,"91000,0",US,Remoto,US,Grande,Analista de Dados,"7583,33"
52,2020,Junior,Tempo integral,AI Scientist,"300000,0",DKK,"45896,0",DK,Híbrido,DK,Pequena,Cientista de Dados,"3824,67"
53,2020,Junior,Tempo integral,Data Engineer,"48000,0",EUR,"54742,0",PK,Remoto,DE,Grande,Engenheiro de Dados,"4561,83"
54,2020,Senior,Freelancer,Computer Vision Engineer,"60000,0",USD,"60000,0",RU,Remoto,US,Pequena,Engenheiro de Dados,"5000,0"
55,2020,Senior,Tempo integral,Principal Data Scientist,"130000,0",EUR,"148261,0",DE,Remoto,DE,Média,Cientista de Dados,"12355,08"
56,2020,Pleno,Tempo integral,Data Scientist,"34000,0",EUR,"38776,0",ES,Remoto,ES,Média,Cientista de Dados,"3231,33"
57,2020,Pleno,Tempo integral,Data Scientist,"118000,0",USD,"118000,0",US,Remoto,US,Média,Cientista de Dados,"9833,33"
58,2020,Senior,Tempo integral,Data Scientist,"120000,0",USD,"120000,0",US,Híbrido,US,Grande,Cientista de Dados,"10000,0"
59,2020,Pleno,Tempo integral,Data Scientist,"138350,0",USD,"138350,0",US,Remoto,US,Média,Cientista de Dados,"11529,17"
60,2020,Pleno,Tempo integral,Data Engineer,"110000,0",USD,"110000,0",US,Remoto,US,Grande,Engenheiro de Dados,"9166,67"
61,2020,Pleno,Tempo integral,Data Engineer,"130800,0",USD,"130800,0",ES,Remoto,US,Média,Engenheiro de Dados,"10900,0"
62,2020,Junior,Meio período,Data Scientist,"19000,0",EUR,"21669,0",IT,Híbrido,IT,Pequena,Cientista de Dados,"1805,75"
63,2020,Senior,Tempo integral,Data Scientist,"412000,0",USD,"412000,0",US,Remoto,US,Grande,Cientista de Dados,"34333,33"
64,2020,Senior,Tempo integral,Machine Learning Engineer,"40000,0",EUR,"45618,0",HR,Remoto,HR,Pequena,Cientista de Dados,"3801,5"
65,2020,Junior,Tempo integral,Data Scientist,"55000,0",EUR,"62726,0",DE,Híbrido,DE,Pequena,Cientista de Dados,"5227,17"
66,2020,Junior,Tempo integral,Data Scientist,"43200,0",EUR,"49268,0",DE,Presencial,DE,Pequena,Cientista de Dados,"4105,67"
67,2020,Senior,Tempo integral,Data Science Manager,"190200,0",USD,"190200,0",US,Remoto,US,Média,Cientista de Dados,"15850,0"
68,2020,Junior,Tempo integral,Data Scientist,"105000,0",USD,"105000,0",US,Remoto,US,Pequena,Cientista de Dados,"8750,0"
69,2020,Senior,Tempo integral,Data Scientist,"80000,0",EUR,"91237,0",AT,Presencial,AT,Pequena,Cientista de Dados,"7603,08"
70,2020,Pleno,Tempo integral,Data Scientist,"55000,0",EUR,"62726,0",FR,Híbrido,LU,Pequena,Cientista de Dados,"5227,17"
71,2020,Pleno,Tempo integral,Data Scientist,"37000,0",EUR,"42197,0",FR,Híbrido,FR,Pequena,Cientista de Dados,"3516,42"
72,2021,Junior,Tempo integral,Research Scientist,"60000,0",GBP,"82528,0",GB,Híbrido,GB,Grande,Cientista de Dados,"6877,33"
73,2021,Executive,Tempo integral,BI Data Analyst,"150000,0",USD,"150000,0",IN,Remoto,US,Grande,Analista de Dados,"12500,0"
74,2021,Executive,Tempo integral,Head of Data,"235000,0",USD,"235000,0",US,Remoto,US,Grande,Gerente de Dados,"19583,33"
75,2021,Senior,Tempo integral,Data Scientist,"45000,0",EUR,"53192,0",FR,Híbrido,FR,Grande,Cientista de Dados,"4432,67"
76,2021,Pleno,Tempo integral,BI Data Analyst,"100000,0",USD,"100000,0",US,Remoto,US,Média,Analista de Dados,"8333,33"
77,2021,Pleno,Meio período,3D Computer Vision Researcher,"400000,0",INR,"5409,0",IN,Híbrido,IN,Média,Cientista de Dados,"450,75"
78,2021,Pleno,Contrato,ML Engineer,"270000,0",USD,"270000,0",US,Remoto,US,Grande,Engenheiro de Dados,"22500,0"
79,2021,Junior,Tempo integral,Data Analyst,"80000,0",USD,"80000,0",US,Remoto,US,Média,Analista de Dados,"6666,67"
80,2021,Senior,Tempo integral,Data Analytics Engineer,"67000,0",EUR,"79197,0",DE,Remoto,DE,Grande,Analista de Dados,"6599,75"
81,2021,Pleno,Tempo integral,Data Engineer,"140000,0",USD,"140000,0",US,Remoto,US,Grande,Engenheiro de Dados,"11666,67"
82,2021,Pleno,Tempo integral,Applied Data Scientist,"68000,0",CAD,"54238,0",GB,Híbrido,CA,Grande,Cientista de Dados,"4519,83"
83,2021,Pleno,Tempo integral,Machine Learning Engineer,"40000,0",EUR,"47282,0",ES,Remoto,ES,Pequena,Cientista de Dados,"3940,17"
84,2021,Executive,Tempo integral,Director of Data Science,"130000,0",EUR,"153667,0",IT,Remoto,PL,Grande,Cientista de Dados,"12805,58"
85,2021,Pleno,Tempo integral,Data Engineer,"110000,0",PLN,"28476,0",PL,Remoto,PL,Grande,Engenheiro de Dados,"2373,0"
86,2021,Junior,Tempo integral,Data Analyst,"50000,0",EUR,"59102,0",FR,Híbrido,FR,Média,Analista de Dados,"4925,17"
87,2021,Pleno,Tempo integral,Data Analytics Engineer,"110000,0",USD,"110000,0",US,Remoto,US,Grande,Analista de Dados,"9166,67"
88,2021,Senior,Tempo integral,Lead Data Analyst,"170000,0",USD,"170000,0",US,Remoto,US,Grande,Analista de Dados,"14166,67"
89,2021,Senior,Tempo integral,Data Analyst,"80000,0",USD,"80000,0",BG,Remoto,US,Pequena,Analista de Dados,"6666,67"
90,2021,Senior,Tempo integral,Marketing Data Analyst,"75000,0",EUR,"88654,0",GR,Remoto,DK,Grande,Analista de Dados,"7387,83"
91,2021,Junior,Tempo integral,Data Science Consultant,"65000,0",EUR,"76833,0",DE,Remoto,DE,Pequena,Cientista de Dados,"6402,75"
92,2021,Pleno,Tempo integral,Lead Data Analyst,"1450000,0",INR,"19609,0",IN,Remoto,IN,Grande,Analista de Dados,"1634,08"
93,2021,Senior,Tempo integral,Lead Data Engineer,"276000,0",USD,"276000,0",US,Presencial,US,Grande,Engenheiro de Dados,"23000,0"
94,2021,Junior,Tempo integral,Data Scientist,"2200000,0",INR,"29751,0",IN,Híbrido,IN,Grande,Cientista de Dados,"2479,25"
95,2021,Pleno,Tempo integral,Cloud Data Engineer,"120000,0",SGD,"89294,0",SG,Híbrido,SG,Grande,Engenheiro de Dados,"7441,17"
96,2021,Junior,Meio período,AI Scientist,"12000,0",USD,"12000,0",BR,Remoto,US,Pequena,Cientista de Dados,"1000,0"
97,2021,Pleno,Tempo integral,Financial Data Analyst,"450000,0",USD,"450000,0",US,Remoto,US,Grande,Analista de Dados,"37500,0"
98,2021,Junior,Tempo integral,Computer Vision Software Engineer,"70000,0",USD,"70000,0",US,Remoto,US,Média,Engenheiro de Dados,"5833,33"
99,2021,Pleno,Tempo integral,Computer Vision Software Engineer,"81000,0",EUR,"95746,0",DE,Remoto,US,Pequena,Engenheiro de Dados,"7978,83"
100,2021,Pleno,Tempo integral,Data Analyst,"75000,0",USD,"75000,0",US,Presencial,US,Grande,Analista de Dados,"6250,0"
101,2021,Senior,Tempo integral,Data Engineer,"150000,0",USD,"150000,0",US,Remoto,US,Grande,Engenheiro de Dados,"12500,0"
102,2021,Pleno,Tempo integral,BI Data Analyst,"11000000,0",HUF,"36259,0",HU,Híbrido,US,Grande,Analista de Dados,"3021,58"
103,2021,Pleno,Tempo integral,Data Analyst,"62000,0",USD,"62000,0",US,Presencial,US,Grande,Analista de Dados,"5166,67"
104,2021,Pleno,Tempo integral,Data Scientist,"73000,0",USD,"73000,0",US,Presencial,US,Grande,Cientista de Dados,"6083,33"
105,2021,Pleno,Tempo integral,Data Analyst,"37456,0",GBP,"51519,0",GB,Híbrido,GB,Grande,Analista de Dados,"4293,25"
106,2021,Pleno,Tempo integral,Research Scientist,"235000,0",CAD,"187442,0",CA,Remoto,CA,Grande,Cientista de Dados,"15620,17"
107,2021,Senior,Tempo integral,Data Engineer,"115000,0",USD,"115000,0",US,Remoto,US,Pequena,Engenheiro de Dados,"9583,33"
108,2021,Senior,Tempo integral,Data Engineer,"150000,0",USD,"150000,0",US,Remoto,US,Média,Engenheiro de Dados,"12500,0"
109,2021,Junior,Tempo integral,Data Engineer,"2250000,0",INR,"30428,0",IN,Remoto,IN,Grande,Engenheiro de Dados,"2535,67"
110,2021,Senior,Tempo integral,Machine Learning Engineer,"80000,0",EUR,"94564,0",DE,Híbrido,DE,Grande,Cientista de Dados,"7880,33"
111,2021,Senior,Tempo integral,Director of Data Engineering,"82500,0",GBP,"113476,0",GB,Remoto,GB,Média,Engenheiro de Dados,"9456,33"
112,2021,Senior,Tempo integral,Lead Data Engineer,"75000,0",GBP,"103160,0",GB,Remoto,GB,Pequena,Engenheiro de Dados,"8596,67"
113,2021,Junior,Meio período,AI Scientist,"12000,0",USD,"12000,0",PK,Remoto,US,Média,Cientista de Dados,"1000,0"
114,2021,Pleno,Tempo integral,Data Engineer,"38400,0",EUR,"45391,0",NL,Remoto,NL,Grande,Engenheiro de Dados,"3782,58"
115,2021,Junior,Tempo integral,Machine Learning Scientist,"225000,0",USD,"225000,0",US,Remoto,US,Grande,Cientista de Dados,"18750,0"
116,2021,Pleno,Tempo integral,Data Scientist,"50000,0",USD,"50000,0",NG,Remoto,NG,Grande,Cientista de Dados,"4166,67"
117,2021,Pleno,Tempo integral,Data Science Engineer,"34000,0",EUR,"40189,0",GR,Remoto,GR,Média,Cientista de Dados,"3349,08"
118,2021,Junior,Tempo integral,Data Analyst,"90000,0",USD,"90000,0",US,Remoto,US,Pequena,Analista de Dados,"7500,0"
119,2021,Pleno,Tempo integral,Data Engineer,"200000,0",USD,"200000,0",US,Remoto,US,Grande,Engenheiro de Dados,"16666,67"
120,2021,Pleno,Tempo integral,Big Data Engineer,"60000,0",USD,"60000,0",ES,Híbrido,RO,Média,Engenheiro de Dados,"5000,0"
121,2021,Senior,Tempo integral,Principal Data Engineer,"200000,0",USD,"200000,0",US,Remoto,US,Média,Engenheiro de Dados,"16666,67"
122,2021,Junior,Tempo integral,Data Analyst,"50000,0",USD,"50000,0",US,Remoto,US,Média,Analista de Dados,"4166,67"
123,2021,Junior,Tempo integral,Applied Data Scientist,"80000,0",GBP,"110037,0",GB,Presencial,GB,Grande,Cientista de Dados,"9169,75"
124,2021,Junior,Meio período,Data Analyst,"8760,0",EUR,"10354,0",ES,Híbrido,ES,Média,Analista de Dados,"862,83"
125,2021,Pleno,Tempo integral,Principal Data Scientist,"151000,0",USD,"151000,0",US,Remoto,US,Grande,Cientista de Dados,"12583,33"
126,2021,Senior,Tempo integral,Machine Learning Scientist,"120000,0",USD,"120000,0",US,Híbrido,US,Pequena,Cientista de Dados,"10000,0"
127,2021,Pleno,Tempo integral,Data Scientist,"700000,0",INR,"9466,0",IN,Presencial,IN,Pequena,Cientista de Dados,"788,83"
128,2021,Junior,Tempo integral,Machine Learning Engineer,"20000,0",USD,"20000,0",IN,Remoto,IN,Pequena,Cientista de Dados,"1666,67"
129,2021,Senior,Tempo integral,Lead Data Scientist,"3000000,0",INR,"40570,0",IN,Híbrido,IN,Grande,Cientista de Dados,"3380,83"
130,2021,Junior,Tempo integral,Machine Learning Developer,"100000,0",USD,"100000,0",IQ,Híbrido,IQ,Pequena,Cientista de Dados,"8333,33"
131,2021,Junior,Tempo integral,Data Scientist,"42000,0",EUR,"49646,0",FR,Híbrido,FR,Média,Cientista de Dados,"4137,17"
132,2021,Pleno,Tempo integral,Applied Machine Learning Scientist,"38400,0",USD,"38400,0",VN,Remoto,US,Média,Cientista de Dados,"3200,0"
133,2021,Senior,Tempo integral,Computer Vision Engineer,"24000,0",USD,"24000,0",BR,Remoto,BR,Média,Engenheiro de Dados,"2000,0"
134,2021,Junior,Tempo integral,Data Scientist,"100000,0",USD,"100000,0",US,Presencial,US,Pequena,Cientista de Dados,"8333,33"
135,2021,Pleno,Tempo integral,Data Analyst,"90000,0",USD,"90000,0",US,Remoto,US,Média,Analista de Dados,"7500,0"
136,2021,Pleno,Tempo integral,ML Engineer,"7000000,0",JPY,"63711,0",JP,Híbrido,JP,Pequena,Engenheiro de Dados,"5309,25"
137,2021,Pleno,Tempo integral,ML Engineer,"8500000,0",JPY,"77364,0",JP,Híbrido,JP,Pequena,Engenheiro de Dados,"6447,0"
138,2021,Senior,Tempo integral,Principal Data Scientist,"220000,0",USD,"220000,0",US,Presencial,US,Grande,Cientista de Dados,"18333,33"
139,2021,Junior,Tempo integral,Data Scientist,"80000,0",USD,"80000,0",US,Remoto,US,Média,Cientista de Dados,"6666,67"
140,2021,Pleno,Tempo integral,Data Analyst,"135000,0",USD,"135000,0",US,Remoto,US,Grande,Analista de Dados,"11250,0"
141,2021,Senior,Tempo integral,Data Science Manager,"240000,0",USD,"240000,0",US,Presencial,US,Grande,Cientista de Dados,"20000,0"
142,2021,Senior,Tempo integral,Data Engineering Manager,"150000,0",USD,"150000,0",US,Presencial,US,Grande,Engenheiro de Dados,"12500,0"
143,2021,Pleno,Tempo integral,Data Scientist,"82500,0",USD,"82500,0",US,Remoto,US,Pequena,Cientista de Dados,"6875,0"
144,2021,Pleno,Tempo integral,Data Engineer,"100000,0",USD,"100000,0",US,Remoto,US,Grande,Engenheiro de Dados,"8333,33"
145,2021,Senior,Tempo integral,Machine Learning Engineer,"70000,0",EUR,"82744,0",BE,Híbrido,BE,Média,Cientista de Dados,"6895,33"
146,2021,Pleno,Tempo integral,Research Scientist,"53000,0",EUR,"62649,0",FR,Híbrido,FR,Média,Cientista de Dados,"5220,75"
147,2021,Pleno,Tempo integral,Data Engineer,"90000,0",USD,"90000,0",US,Remoto,US,Grande,Engenheiro de Dados,"7500,0"
148,2021,Senior,Tempo integral,Data Engineering Manager,"153000,0",USD,"153000,0",US,Remoto,US,Grande,Engenheiro de Dados,"12750,0"
149,2021,Senior,Tempo integral,Cloud Data Engineer,"160000,0",USD,"160000,0",BR,Remoto,US,Pequena,Engenheiro de Dados,"13333,33"
150,2021,Senior,Tempo integral,Director of Data Science,"168000,0",USD,"168000,0",JP,Presencial,JP,Pequena,Cientista de Dados,"14000,0"
151,2021,Pleno,Tempo integral,Data Scientist,"150000,0",USD,"150000,0",US,Remoto,US,Média,Cientista de Dados,"12500,0"
152,2021,Pleno,Tempo integral,Data Scientist,"95000,0",CAD,"75774,0",CA,Remoto,CA,Grande,Cientista de Dados,"6314,5"
153,2021,Junior,Tempo integral,Data Scientist,"13400,0",USD,"13400,0",UA,Remoto,UA,Grande,Cientista de Dados,"1116,67"
154,2021,Senior,Tempo integral,Data Science Manager,"144000,0",USD,"144000,0",US,Remoto,US,Grande,Cientista de Dados,"12000,0"
155,2021,Senior,Tempo integral,Data Science Engineer,"159500,0",CAD,"127221,0",CA,Híbrido,CA,Grande,Cientista de Dados,"10601,75"
156,2021,Pleno,Tempo integral,Data Scientist,"160000,0",SGD,"119059,0",SG,Remoto,IL,Média,Cientista de Dados,"9921,58"
157,2021,Pleno,Tempo integral,Applied Machine Learning Scientist,"423000,0",USD,"423000,0",US,Híbrido,US,Grande,Cientista de Dados,"35250,0"
158,2021,Senior,Tempo integral,Data Analytics Manager,"120000,0",USD,"120000,0",US,Remoto,US,Média,Analista de Dados,"10000,0"
159,2021,Junior,Tempo integral,Machine Learning Engineer,"125000,0",USD,"125000,0",US,Remoto,US,Pequena,Cientista de Dados,"10416,67"
160,2021,Executive,Tempo integral,Head of Data,"230000,0",USD,"230000,0",RU,Híbrido,RU,Grande,Gerente de Dados,"19166,67"
161,2021,Executive,Tempo integral,Head of Data Science,"85000,0",USD,"85000,0",RU,Presencial,RU,Média,Cientista de Dados,"7083,33"
162,2021,Pleno,Tempo integral,Data Engineer,"24000,0",EUR,"28369,0",MT,Híbrido,MT,Grande,Engenheiro de Dados,"2364,08"
163,2021,Junior,Tempo integral,Data Science Consultant,"54000,0",EUR,"63831,0",DE,Híbrido,DE,Grande,Cientista de Dados,"5319,25"
164,2021,Executive,Tempo integral,Director of Data Science,"110000,0",EUR,"130026,0",DE,Híbrido,DE,Média,Cientista de Dados,"10835,5"
165,2021,Senior,Tempo integral,Data Specialist,"165000,0",USD,"165000,0",US,Remoto,US,Grande,Gerente de Dados,"13750,0"
166,2021,Junior,Tempo integral,Data Engineer,"80000,0",USD,"80000,0",US,Remoto,US,Grande,Engenheiro de Dados,"6666,67"
167,2021,Executive,Tempo integral,Director of Data Science,"250000,0",USD,"250000,0",US,Presencial,US,Grande,Cientista de Dados,"20833,33"
168,2021,Junior,Tempo integral,BI Data Analyst,"55000,0",USD,"55000,0",US,Híbrido,US,Pequena,Analista de Dados,"4583,33"
169,2021,Pleno,Tempo integral,Data Architect,"150000,0",USD,"150000,0",US,Remoto,US,Grande,Arquiteto de Dados,"12500,0"
170,2021,Pleno,Tempo integral,Data Architect,"170000,0",USD,"170000,0",US,Remoto,US,Grande,Arquiteto de Dados,"14166,67"
171,2021,Pleno,Tempo integral,Data Engineer,"60000,0",GBP,"82528,0",GB,Remoto,GB,Grande,Engenheiro de Dados,"6877,33"
172,2021,Junior,Tempo integral,Data Analyst,"60000,0",USD,"60000,0",US,Remoto,US,Pequena,Analista de Dados,"5000,0"
173,2021,Senior,Tempo integral,Principal Data Scientist,"235000,0",USD,"235000,0",US,Remoto,US,Grande,Cientista de Dados,"19583,33"
174,2021,Senior,Tempo integral,Research Scientist,"51400,0",EUR,"60757,0",PT,Híbrido,PT,Grande,Cientista de Dados,"5063,08"
175,2021,Senior,Tempo integral,Data Engineering Manager,"174000,0",USD,"174000,0",US,Remoto,US,Grande,Engenheiro de Dados,"14500,0"
176,2021,Pleno,Tempo integral,Data Scientist,"58000,0",MXN,"2859,0",MX,Presencial,MX,Pequena,Cientista de Dados,"238,25"
177,2021,Pleno,Tempo integral,Data Scientist,"30400000,0",CLP,"40038,0",CL,Remoto,CL,Grande,Cientista de Dados,"3336,5"
178,2021,Junior,Tempo integral,Machine Learning Engineer,"81000,0",USD,"81000,0",US,Híbrido,US,Pequena,Cientista de Dados,"6750,0"
179,2021,Pleno,Tempo integral,Data Scientist,"420000,0",INR,"5679,0",IN,Remoto,US,Pequena,Cientista de Dados,"473,25"
180,2021,Pleno,Tempo integral,Big Data Engineer,"1672000,0",INR,"22611,0",IN,Presencial,IN,Grande,Engenheiro de Dados,"1884,25"
181,2021,Pleno,Tempo integral,Data Scientist,"76760,0",EUR,"90734,0",DE,Híbrido,DE,Grande,Cientista de Dados,"7561,17"
182,2021,Pleno,Tempo integral,Data Engineer,"22000,0",EUR,"26005,0",RO,Presencial,US,Grande,Engenheiro de Dados,"2167,08"
183,2021,Senior,Tempo integral,Finance Data Analyst,"45000,0",GBP,"61896,0",GB,Híbrido,GB,Grande,Analista de Dados,"5158,0"
184,2021,Pleno,Freelancer,Machine Learning Scientist,"12000,0",USD,"12000,0",PK,Híbrido,PK,Média,Cientista de Dados,"1000,0"
185,2021,Pleno,Tempo integral,Data Engineer,"4000,0",USD,"4000,0",IR,Remoto,IR,Média,Engenheiro de Dados,"333,33"
186,2021,Senior,Tempo integral,Data Analytics Engineer,"50000,0",USD,"50000,0",VN,Remoto,GB,Média,Analista de Dados,"4166,67"
187,2021,Executive,Tempo integral,Data Science Consultant,"59000,0",EUR,"69741,0",FR,Remoto,ES,Pequena,Cientista de Dados,"5811,75"
188,2021,Senior,Tempo integral,Data Engineer,"65000,0",EUR,"76833,0",RO,Híbrido,GB,Pequena,Engenheiro de Dados,"6402,75"
189,2021,Pleno,Tempo integral,Machine Learning Engineer,"74000,0",USD,"74000,0",JP,Híbrido,JP,Pequena,Cientista de Dados,"6166,67"
190,2021,Senior,Tempo integral,Data Science Manager,"152000,0",USD,"152000,0",US,Remoto,FR,Grande,Cientista de Dados,"12666,67"
191,2021,Junior,Tempo integral,Machine Learning Engineer,"21844,0",USD,"21844,0",CO,Híbrido,CO,Média,Cientista de Dados,"1820,33"
192,2021,Pleno,Tempo integral,Big Data Engineer,"18000,0",USD,"18000,0",MD,Presencial,MD,Pequena,Engenheiro de Dados,"1500,0"
